Mchirp q EOS_ID alpha zeta L
0.118922386211723552E+01 0.109979163258412149E+01 0.475003546318434564E+04 -0.158551566891276119E+01 0.115408673194439829E+00 0.120461119751575012E+02
0.119185760903113391E+01 0.135010177973817069E+01 0.382768955362173256E+04 -0.136781384514641102E+01 0.408320558119313736E-02 0.120465957830672235E+02
0.119065402850799829E+01 0.104631455967889009E+01 0.305744940254150379E+04 -0.139749136129938467E+01 0.199473742456295927E+00 0.120466490654955631E+02
0.118943291177513966E+01 0.107796487368312022E+01 0.455087956820087493E+04 -0.174215831222080730E+01 0.412873119294765889E+00 0.120467016050353219E+02
0.119274724444794455E+01 0.117918681318607455E+01 0.413538154600386770E+04 -0.152405937921874091E+01 0.236274825413206380E+00 0.120469171241198278E+02
0.118684381696244334E+01 0.133261100454553749E+01 0.313448855979116797E+04 -0.142564464283435366E+01 0.552902782087901987E-01 0.120470251247922491E+02
0.118765464013647182E+01 0.101361450996933100E+01 0.413816940886967222E+04 -0.159561223847645262E+01 0.699005865043433733E-01 0.120473554846824822E+02
0.119069665696650495E+01 0.118072342157577914E+01 0.372330400095424829E+04 -0.136228544622632208E+01 0.307765818126487956E+00 0.120474099289748438E+02
0.118917606860271086E+01 0.127490275907122519E+01 0.345500441455651844E+04 -0.139674720832515442E+01 0.148331353049018875E-01 0.120478035448761407E+02
0.119047719648145467E+01 0.103801655555297989E+01 0.450935372857597940E+04 -0.165071191282398444E+01 0.457337954990530204E+00 0.120487383317713448E+02
0.118660829482632768E+01 0.137578574785527619E+01 0.494375366828510778E+04 -0.150984602652063549E+01 0.123977085686798619E+00 0.120494984935421563E+02
0.118838442049183080E+01 0.135332513197057680E+01 0.471516905653862341E+04 -0.182348605191034152E+01 0.256816922733669573E+00 0.120496877513945009E+02
0.119085986798376986E+01 0.116957039227564041E+01 0.464226258664941815E+04 -0.162691076656830624E+01 0.146460220064830615E+00 0.120497177023893443E+02
0.119125935733032962E+01 0.104120407044883279E+01 0.303559411856985980E+04 -0.147677894790061059E+01 0.178048888711087178E+00 0.120518842192872260E+02
0.118808512172244995E+01 0.121174633537534060E+01 0.479941227925389830E+04 -0.195894479079995310E+01 0.408671517844198862E+00 0.120519456356457741E+02
0.118599747605516703E+01 0.124090799523914441E+01 0.409185878134493032E+04 -0.151080230697857854E+01 0.467937390906924988E+00 0.120526457086797016E+02
0.119096284562688326E+01 0.100215058169338422E+01 0.481739938584613083E+04 -0.180799925075785017E+01 0.286587701036872478E+00 0.120526652310328952E+02
0.118743972143602394E+01 0.137751571634990766E+01 0.400914751398658518E+04 -0.172200092435282537E+01 0.787912169738355372E-01 0.120535978308319862E+02
0.118555839606727753E+01 0.104227254465877706E+01 0.439161729083860791E+04 -0.177301605397324402E+01 0.409982707239663346E+00 0.120537662501907405E+02
0.118934924540536935E+01 0.130323745938193980E+01 0.427602468150009372E+04 -0.137047725861116243E+01 0.264560886584483679E+00 0.120538869386414653E+02
0.118848638949760188E+01 0.108272390214600911E+01 0.472217511098019804E+04 -0.170630179423303274E+01 0.310705888209537373E+00 0.120540091043667150E+02
0.118851767572181721E+01 0.110074384071340381E+01 0.380549277267612115E+04 -0.127554183407861776E+01 0.444010509229151307E+00 0.120543912570769098E+02
0.119163299963084834E+01 0.129673531897818894E+01 0.444644064223935857E+04 -0.139011603070783218E+01 0.436292229018973091E-01 0.120548467677865396E+02
0.119230252951841398E+01 0.110412458868490981E+01 0.459459757854501095E+04 -0.158507574046491206E+01 0.311800478834914796E+00 0.120549054237126771E+02
0.118956195702796985E+01 0.113083992325049310E+01 0.266753600004071495E+04 -0.150327951832503781E+01 0.323529416139903436E+00 0.120554889381518766E+02
0.118963773577774679E+01 0.100761420551562320E+01 0.432738033880115745E+04 -0.129672780422981582E+01 0.464421084573855697E-01 0.120567326476812564E+02
0.119017506435590503E+01 0.108283705459207824E+01 0.468823515060889713E+04 -0.191001421171189412E+01 0.139715457523840070E+00 0.120572875202101617E+02
0.119062036009043370E+01 0.127724876471088922E+01 0.438851646476762926E+04 -0.166200447902403381E+01 0.337792816278895791E+00 0.120572965748038357E+02
0.118460853209214623E+01 0.103653524843300437E+01 0.363795513170327285E+04 -0.144749694768766846E+01 0.403759102286057159E+00 0.120573292901037732E+02
0.118635415937152988E+01 0.139705128727574701E+01 0.488863033691812598E+04 -0.185001564031700338E+01 0.197819637950127747E+00 0.120575370805209108E+02
0.118491338106836963E+01 0.123592808077505234E+01 0.409777011884596777E+04 -0.134934061699973440E+01 0.485848192060666650E-01 0.120578542931697275E+02
0.118478287462826137E+01 0.132474747118094660E+01 0.392150508193802716E+04 -0.142180303956844645E+01 0.333726042692387259E+00 0.120579058891256139E+02
0.118671750788203489E+01 0.128342952322725989E+01 0.368612722112934398E+04 -0.148240826082551647E+01 0.206404439297434406E+00 0.120580792351909558E+02
0.118627664704551705E+01 0.130696109369023650E+01 0.430066028757295135E+04 -0.148835604437560720E+01 0.296293461701419514E+00 0.120581474688432682E+02
0.118792950732044456E+01 0.140167358278964116E+01 0.488480125123727157E+04 -0.197102937323563321E+01 0.231285722257282528E+00 0.120583788658320632E+02
0.118886135234563217E+01 0.104198886882958841E+01 0.280703054933550357E+04 -0.140082475395471517E+01 0.426427456596929905E-01 0.120602160001872729E+02
0.119261510177230878E+01 0.114304706196910555E+01 0.465284352491587106E+04 -0.159942417073014886E+01 0.163947894470963917E+00 0.120610368820796108E+02
0.118577623218846928E+01 0.117962854881352719E+01 0.294980724642748055E+04 -0.140521203816910845E+01 0.306875176004467731E+00 0.120626861762687945E+02
0.118622719717158320E+01 0.105471716412603334E+01 0.463221560653567303E+04 -0.191647838294580297E+01 0.145802809942725098E+00 0.120628141079916009E+02
0.119060829803131440E+01 0.125583351374301300E+01 0.366363635897610857E+04 -0.179915648657824256E+01 0.217740278564724471E+00 0.120628456509985611E+02
0.119236457157103914E+01 0.102529018410872119E+01 0.456366041674542885E+04 -0.145077704839801203E+01 0.110528496297728387E+00 0.120630684039981144E+02
0.118951566491811356E+01 0.130878989164286819E+01 0.494506226352550493E+04 -0.162980916652122532E+01 0.988116844337857403E-01 0.120638605140491677E+02
0.118641572076328217E+01 0.118884735927560548E+01 0.458922662933238007E+04 -0.182222773662666326E+01 0.196590105878890531E+00 0.120669423213096785E+02
0.118582234890005056E+01 0.130364027406260830E+01 0.395466580335870322E+04 -0.154758824551055540E+01 0.244784983887228885E+00 0.120678846643672966E+02
0.118625701129789118E+01 0.126620685589731385E+01 0.451567364085911595E+04 -0.146293598603101360E+01 0.470812653948709178E-01 0.120681828637507671E+02
0.118813463581839351E+01 0.110886519431380992E+01 0.352936439849887893E+04 -0.148341939518998189E+01 0.686432324647617137E-01 0.120683185677161848E+02
0.119172216161621747E+01 0.117622099663365232E+01 0.383112243801591922E+04 -0.152828853458232983E+01 0.939790340520586520E-01 0.120688537830688691E+02
0.118649795364639155E+01 0.103419900647516982E+01 0.471728015048913949E+04 -0.181993693544728208E+01 0.102311322478117278E+00 0.120689466319395375E+02
0.118835034404430706E+01 0.111110733737055623E+01 0.467163198344780358E+04 -0.170065294985474735E+01 0.367894182006290316E+00 0.120693819130404645E+02
0.118662053912085197E+01 0.129799217516077126E+01 0.411803248612693005E+04 -0.134526978642056116E+01 0.304836610579706679E+00 0.120695641510380725E+02
0.119061590824399399E+01 0.103765146444942835E+01 0.395806190744919832E+04 -0.172328910799328150E+01 0.158729692188812666E+00 0.120699785748492268E+02
0.118543011844386514E+01 0.133157403871079616E+01 0.336297721714874660E+04 -0.145937989124707657E+01 0.717113213150785272E-01 0.120705628072754649E+02
0.118895970059584655E+01 0.111975935164344009E+01 0.487904282264661015E+04 -0.159219424599689940E+01 0.223145287251964447E+00 0.120714133937190109E+02
0.118652638571837454E+01 0.145032458915105944E+01 0.423279141895151679E+04 -0.149081969597650965E+01 0.255841405527429400E+00 0.120721474700844844E+02
0.118597633698371263E+01 0.133789266985096500E+01 0.433134163012011231E+04 -0.196296313731715322E+01 0.257802750081908782E+00 0.120733986228586652E+02
0.118974359968338717E+01 0.129024195889823634E+01 0.426041640427018592E+04 -0.162636324995136916E+01 0.311666163699022392E+00 0.120734068068456644E+02
0.118450303067326357E+01 0.109494940052599432E+01 0.379370313949488855E+04 -0.144389512263606079E+01 0.422497605014442501E+00 0.120737403379222741E+02
0.119107042677129460E+01 0.114503194459138635E+01 0.438135369895149051E+04 -0.157504085899349078E+01 0.291582397993348952E+00 0.120741469071886680E+02
0.118614582821916281E+01 0.112617456207838096E+01 0.301668741914520660E+04 -0.143964370789494911E+01 0.321510589663054680E+00 0.120743881082501616E+02
0.118540704109117190E+01 0.144098436832427979E+01 0.412041902542114258E+04 -0.155778717994689941E+01 0.363369315862655640E+00 0.120750287870351105E+02
0.118911155093051724E+01 0.118369448184967041E+01 0.439351528882980347E+04 -0.140755140781402588E+01 0.335509032011032104E+00 0.120751952687628012E+02
0.119112291517484836E+01 0.127376490386481822E+01 0.366137113902590590E+04 -0.141343729872268842E+01 0.284712505982936473E-01 0.120753021367473377E+02
0.118804804757848848E+01 0.143794610359507713E+01 0.443689539242110641E+04 -0.149161944642658151E+01 0.274766758723036908E+00 0.120753772316585728E+02
0.118558393597791589E+01 0.137718779133289737E+01 0.421465156662164463E+04 -0.137719436096805614E+01 0.331799717870759209E-01 0.120762433628724075E+02
0.118823478305939401E+01 0.112478427090360955E+01 0.417550552942722334E+04 -0.128721502497968965E+01 0.198894562221773874E+00 0.120762873088536260E+02
0.119169701592514188E+01 0.113366677275132344E+01 0.410786925896948196E+04 -0.170263947671369253E+01 0.343624268159974100E+00 0.120763409379592783E+02
0.118535233407009732E+01 0.131279968952376858E+01 0.494345306323784916E+04 -0.189288555043853712E+01 0.275394916248716592E+00 0.120763828135766413E+02
0.118602607700852070E+01 0.120505611272868762E+01 0.393099333768643828E+04 -0.157141432627940514E+01 0.133338011166584586E+00 0.120764480467182356E+02
0.118633658797377617E+01 0.102581970137526324E+01 0.488487715028537696E+04 -0.161611642276305867E+01 0.393445072361326212E-01 0.120764717767372680E+02
0.118831135147391054E+01 0.130996132102541329E+01 0.326851173197437174E+04 -0.144504709346884508E+01 0.480358905765299257E-01 0.120779351197678473E+02
0.118921347024963753E+01 0.109145995803897700E+01 0.429684977418198832E+04 -0.148197093944576253E+01 0.105466851778522712E-01 0.120790619451053232E+02
0.118969330179022958E+01 0.101591043525966951E+01 0.266054486530177383E+04 -0.138633371300247532E+01 0.813017432773828069E-01 0.120798440617510501E+02
0.118687042452510649E+01 0.115629966348194890E+01 0.443685669537912236E+04 -0.141961757757536877E+01 0.284300723268610001E+00 0.120810299891188908E+02
0.118529931885827255E+01 0.110450431805284133E+01 0.411094973812442186E+04 -0.144127305407944828E+01 0.833238223744801609E-01 0.120811561174621289E+02
0.118706206750733045E+01 0.123111972084390597E+01 0.432781225126569370E+04 -0.161945458164098266E+01 0.480170333945512673E-01 0.120815984999942252E+02
0.119077735690217645E+01 0.136224991767628145E+01 0.448708632083137945E+04 -0.191020001974636355E+01 0.325998573689579740E+00 0.120817277939721315E+02
0.118930529572159083E+01 0.132589577221358468E+01 0.409026247249081871E+04 -0.146480860029778848E+01 0.358077460449975016E+00 0.120818895453074511E+02
0.119168313282018379E+01 0.109509350020994956E+01 0.455175704074963778E+04 -0.160982406395720057E+01 0.882003368411997252E-01 0.120821065492746236E+02
0.118710666155452249E+01 0.126758072711702030E+01 0.425542363859669331E+04 -0.166287055860309674E+01 0.367979684416664177E+00 0.120824454124137191E+02
0.118985263930733742E+01 0.132165058689388637E+01 0.457711080590846268E+04 -0.163988760522800314E+01 0.452768323608878087E+00 0.120825967436557722E+02
0.118572276193689108E+01 0.142225669216369988E+01 0.303084052777594388E+04 -0.141839254402679771E+01 0.100543890010078477E+00 0.120830802130041377E+02
0.118668487743424045E+01 0.118962665518067734E+01 0.494110332875674248E+04 -0.199821738379986558E+01 0.139642410706512510E+00 0.120833650619196558E+02
0.118644159356371537E+01 0.139900758146791904E+01 0.357857505574483912E+04 -0.152159040117162814E+01 0.423400317629460815E-01 0.120834225385209191E+02
0.119042737207847216E+01 0.123747841249319523E+01 0.486052317672324170E+04 -0.158535403332802960E+01 0.565597197839192434E-01 0.120835612633733902E+02
0.118721275080188882E+01 0.120271370938602096E+01 0.387861205530443658E+04 -0.145053318170567636E+01 0.218513838324871749E-01 0.120847192132828845E+02
0.118869724228903428E+01 0.131946451213450100E+01 0.427913903066703369E+04 -0.135294964164428233E+01 0.265566853033378181E+00 0.120864807587320104E+02
0.118639700109118773E+01 0.120992699102187951E+01 0.380447853188310364E+04 -0.179683526498508606E+01 0.171343259919805202E+00 0.120867701087902866E+02
0.118658880065014460E+01 0.131835402741745900E+01 0.431165423099787222E+04 -0.177559218999887247E+01 0.200999872594439827E+00 0.120870039890960737E+02
0.118503894364330198E+01 0.119616441718459265E+01 0.462914481263426751E+04 -0.150638199232383929E+01 0.178951796939842978E+00 0.120873121005503972E+02
0.118717435149297224E+01 0.105179319654247938E+01 0.397508402925092832E+04 -0.155324557695692977E+01 0.361572475086459844E+00 0.120877783579094711E+02
0.118760273019029694E+01 0.111685479109021091E+01 0.464097601820607451E+04 -0.154410965714097292E+01 0.469535224806917340E-01 0.120878871141125384E+02
0.118600014188546732E+01 0.100800560095215763E+01 0.338456996612520788E+04 -0.131386694933494241E+01 0.279903690271110450E+00 0.120903683347606936E+02
0.118573183889270917E+01 0.122513036483167892E+01 0.290214206983966869E+04 -0.133494134852566715E+01 0.139183286972366621E+00 0.120912245079747720E+02
0.118531815897995596E+01 0.126141105053137226E+01 0.350646010126749752E+04 -0.155719078465702676E+01 0.143079585617548632E+00 0.120916824106280529E+02
0.118694775246061379E+01 0.109431983675516276E+01 0.248573395192546695E+04 -0.143101166662241108E+01 0.415903825319766524E-01 0.120917776796767029E+02
0.119080799396289971E+01 0.110506584999132085E+01 0.477122613499598901E+04 -0.156401838301597018E+01 0.220930781189285670E-01 0.120924273536366034E+02
0.119063723604727190E+01 0.111674338147782848E+01 0.398723745971455537E+04 -0.147059170757420743E+01 0.176586783227778571E-01 0.120924412719553587E+02
0.118923780728740525E+01 0.124248985317218930E+01 0.437135701847427572E+04 -0.137710096923738234E+01 0.335232957152792777E+00 0.120929434945505907E+02
0.118571010003808452E+01 0.125337540120989699E+01 0.320029957043069953E+04 -0.147661240515125769E+01 0.118256890967430063E-01 0.120931689038122006E+02
0.118693143077897378E+01 0.100327473548741919E+01 0.272839591949661781E+04 -0.139196788649315861E+01 0.350659459597687656E-01 0.120932365536402600E+02
0.118709714371857245E+01 0.110215513807882393E+01 0.467786178359977384E+04 -0.185699642484757277E+01 0.357681811257160198E+00 0.120935911776290741E+02
0.118680195683185952E+01 0.141408515716775529E+01 0.463342137233828726E+04 -0.151246629643618324E+01 0.311995933854562590E+00 0.120938553225884249E+02
0.118680195683185952E+01 0.141408515716775529E+01 0.463342137233828726E+04 -0.151246629643618324E+01 0.311995933854562590E+00 0.120938553225884249E+02
0.119211865521607252E+01 0.110375448834812384E+01 0.344732289593472797E+04 -0.131355662777445636E+01 0.165290996879361579E+00 0.120940147248255077E+02
0.118596385147297201E+01 0.120565471610774733E+01 0.474852967724150949E+04 -0.161743937335575616E+01 0.166903900040877629E+00 0.120941939999231156E+02
0.119223842213755526E+01 0.106290418982636781E+01 0.466764865590328736E+04 -0.168770392388216850E+01 0.116014749614784876E+00 0.120944369026709140E+02
0.118507254966054676E+01 0.114921374919480535E+01 0.439310564046495074E+04 -0.186818938443203320E+01 0.324338855495068024E+00 0.120947347808043162E+02
0.118571925694949876E+01 0.137827803457107989E+01 0.459327893608629074E+04 -0.143981273558934442E+01 0.282459792520554587E+00 0.120947528369551449E+02
0.118917980590996009E+01 0.116318180757869394E+01 0.398576126199726923E+04 -0.143550755709933875E+01 0.363555251479361463E+00 0.120952853820436790E+02
0.118998489981616484E+01 0.110869095064394396E+01 0.333753762014837548E+04 -0.151289839880956301E+01 0.416577455580524669E+00 0.120956515536370013E+02
0.119043718815350008E+01 0.122538010315916379E+01 0.382470363608227444E+04 -0.194497731964553178E+01 0.167453168444846923E+00 0.120956744730517372E+02
0.118949485515734166E+01 0.104654514516646557E+01 0.319122976478201190E+04 -0.137452264858172724E+01 0.455507809502565877E-01 0.120958783350706831E+02
0.118592643245037555E+01 0.131181940340784875E+01 0.358844492559182163E+04 -0.147244899376670246E+01 0.178010360302378046E+00 0.120962234831555389E+02
0.119180583899590453E+01 0.102552406186085565E+01 0.355205936729736868E+04 -0.138581213227816180E+01 0.467572048713216781E+00 0.120964280901439896E+02
0.118678825291170087E+01 0.113302507272992736E+01 0.422953729359471436E+04 -0.165511150736853496E+01 0.104807214419245631E-01 0.120966453336343083E+02
0.119274715275837595E+01 0.103750288293513426E+01 0.350046776809592529E+04 -0.140593259386403635E+01 0.191563938853740068E+00 0.120968310659343548E+02
0.118564289401208067E+01 0.110475373872208427E+01 0.413083905951036559E+04 -0.173169267907369306E+01 0.969785553457621491E-01 0.120974798163044817E+02
0.118860026800306096E+01 0.105808151750292434E+01 0.348214259281371778E+04 -0.154854313747518035E+01 0.247808513102364993E-01 0.120977283076760749E+02
0.118574730527761041E+01 0.126456030467829805E+01 0.384592526946180897E+04 -0.159339999968862034E+01 0.922912599357649938E-01 0.120998465287741563E+02
0.119242520327467139E+01 0.104252807655773339E+01 0.372231866108492886E+04 -0.177155783822411284E+01 0.216181923506524487E+00 0.121003736077844000E+02
0.119014237716197946E+01 0.143053802637048588E+01 0.428725821880562398E+04 -0.140459903851248602E+01 0.121469534842314209E-01 0.121006541684011495E+02
0.118643631384217385E+01 0.127714189436592207E+01 0.307255618278305019E+04 -0.158887577431164839E+01 0.712648701092801901E-01 0.121013653793037754E+02
0.118525430762774753E+01 0.114075377994432969E+01 0.373997051815472696E+04 -0.157982490732526593E+01 0.981672214904281831E-01 0.121015555664281056E+02
0.119091324460582970E+01 0.107493550875096155E+01 0.332377102913008093E+04 -0.171592198327001189E+01 0.171852740527272757E+00 0.121021752114056245E+02
0.118570158963267702E+01 0.123072038544909068E+01 0.336170845640967445E+04 -0.144180913046938453E+01 0.132843457108580698E+00 0.121035200537964425E+02
0.119212759290877779E+01 0.117731492255252945E+01 0.451647925092579317E+04 -0.164214359842104951E+01 0.271537878144067102E+00 0.121056663248910041E+02
0.118800872029244875E+01 0.108024425778236233E+01 0.336756152561628596E+04 -0.156276548712555230E+01 0.126919298652021811E+00 0.121059783487034345E+02
0.119002570846162037E+01 0.128159020220890718E+01 0.456326404804664253E+04 -0.172974394409287302E+01 0.187428209242460841E+00 0.121061465851551144E+02
0.119209271437956099E+01 0.105478831421967212E+01 0.497353831949238429E+04 -0.186886111196019433E+01 0.253886871272751058E+00 0.121063325309448580E+02
0.118792524661841914E+01 0.143310051350280965E+01 0.485306459875464043E+04 -0.157011009737443330E+01 0.130304370291978805E+00 0.121066410557400950E+02
0.119047698612754238E+01 0.112209636488688291E+01 0.330126952322299121E+04 -0.143175538021429904E+01 0.333632618174210194E+00 0.121076094176833671E+02
0.118862235956826034E+01 0.104138690832740011E+01 0.421644470203850688E+04 -0.132289510607763727E+01 0.582200192607028669E-01 0.121080362432799316E+02
0.118730452419648747E+01 0.134115356206893921E+01 0.429731011390686035E+04 -0.134222328662872314E+01 0.773035585880279541E-01 0.121090565286706440E+02
0.118841190087023030E+01 0.107318921710314430E+01 0.425125661264886548E+04 -0.193943816140809355E+01 0.473533047937041207E+00 0.121091062864757060E+02
0.119065028818309848E+01 0.121116771610053431E+01 0.436661036497341593E+04 -0.151942095136103972E+01 0.541847472392951029E-01 0.121092890150146104E+02
0.118640757124180340E+01 0.124736403876116375E+01 0.382548488857448183E+04 -0.128083184973131381E+01 0.407953761211241606E+00 0.121098213617159622E+02
0.118896579970553029E+01 0.132150568312735039E+01 0.484906519901526372E+04 -0.193375009166675293E+01 0.399290880720364783E+00 0.121102731473931495E+02
0.118939371435832686E+01 0.100940306751891740E+01 0.330232911074504864E+04 -0.128653830822659332E+01 0.690602248828175030E-01 0.121118941257124071E+02
0.118624623656009298E+01 0.124831878435597754E+01 0.494156482040684750E+04 -0.156925518533197561E+01 0.210795922507149180E+00 0.121121307756352135E+02
0.118941287814195751E+01 0.116017149892333760E+01 0.486512058777003949E+04 -0.180719414222075403E+01 0.113663943268437692E+00 0.121126517452552473E+02
0.119078708641954178E+01 0.111681217534700594E+01 0.271340457970480884E+04 -0.137593187504624259E+01 0.672504655520159283E-01 0.121128296489160938E+02
0.118860890707052369E+01 0.111956978788315831E+01 0.395955784897253352E+04 -0.158513884500932978E+01 0.201890527076090703E+00 0.121128676290922783E+02
0.118747318886447495E+01 0.143865790115160763E+01 0.372496993074118200E+04 -0.154289521724012446E+01 0.487580039125562470E+00 0.121128769052070808E+02
0.119178096109763532E+01 0.106079585490275119E+01 0.343060210509298577E+04 -0.154146677473026639E+01 0.159955096580648937E+00 0.121130559305696419E+02
0.119233906860312899E+01 0.108266518639754095E+01 0.369197028706912079E+04 -0.135600930450166457E+01 0.323138274116659463E+00 0.121135934706963777E+02
0.118871009367874558E+01 0.116123713948839957E+01 0.381036760727246792E+04 -0.159136452512112392E+01 0.118167363358115229E+00 0.121149101021323826E+02
0.119180519401808271E+01 0.131534503825723226E+01 0.363353139022812229E+04 -0.134304730974786013E+01 0.146002767392422461E+00 0.121155062066066854E+02
0.118501100590850839E+01 0.125700887791788296E+01 0.457775819368500015E+04 -0.149988618880405755E+01 0.167750448180228301E+00 0.121163590141805990E+02
0.118768640902382439E+01 0.139971977472305298E+01 0.416852205991744995E+04 -0.156252110004425049E+01 0.141574054956436157E+00 0.121164763150481676E+02
0.118714051947334664E+01 0.117141153487722094E+01 0.443770229549580199E+04 -0.134127566645386631E+01 0.158112635361790405E+00 0.121166695881333712E+02
0.118770202568052219E+01 0.110247279231939244E+01 0.382789486948644526E+04 -0.158675536424161967E+01 0.567240785303530122E-02 0.121173986759677010E+02
0.119072412038811515E+01 0.130169621002686720E+01 0.379571848298880695E+04 -0.147997558258205464E+01 0.190698833744521318E+00 0.121175490648884949E+02
0.118499631082878532E+01 0.110186817814202853E+01 0.444140619725860142E+04 -0.155535245688480295E+01 0.443079390014676153E-01 0.121178780868458560E+02
0.118846576724452824E+01 0.143228236694323030E+01 0.369292162096311904E+04 -0.150461002145465628E+01 0.416306199203128335E+00 0.121180650110778423E+02
0.119296741001372175E+01 0.114601075723216783E+01 0.334569310256260906E+04 -0.140798888748592477E+01 0.375066469951832515E+00 0.121185129175629100E+02
0.118572584330838371E+01 0.122415844276022190E+01 0.398690586314257916E+04 -0.141522129149204723E+01 0.402079847962665549E+00 0.121192740967226307E+02
0.118684418413787562E+01 0.103876446289357416E+01 0.469674147418763459E+04 -0.184090159491398375E+01 0.186500069380249017E+00 0.121192781204727655E+02
0.118882528659728748E+01 0.132160345864561179E+01 0.324301155873149673E+04 -0.137755840241402483E+01 0.617242316376352684E-02 0.121194087206056178E+02
0.118564572840178517E+01 0.115356432809509268E+01 0.427565955555138225E+04 -0.162183297314762553E+01 0.581165678740624275E-01 0.121197515563713960E+02
0.118876810692997448E+01 0.140910780982642514E+01 0.422247001384711984E+04 -0.156591665102407829E+01 0.221309445315065800E+00 0.121204749077730618E+02
0.118575063804705527E+01 0.104605841982805825E+01 0.444282540811023682E+04 -0.187376367380066844E+01 0.235870348707184430E+00 0.121207023034937116E+02
0.118891959456219265E+01 0.138905029301131577E+01 0.446832657035379634E+04 -0.161603616526006544E+01 0.406829778195307357E+00 0.121209749841035794E+02
0.119072490076044923E+01 0.112660232213353950E+01 0.406907864755159517E+04 -0.189545039806092053E+01 0.207067742133965338E+00 0.121222522254569132E+02
0.118583725623983893E+01 0.129486167950221920E+01 0.480023409493191048E+04 -0.173083386243205628E+01 0.263340121703578567E+00 0.121222878217653864E+02
0.119068111726295989E+01 0.116199383509375576E+01 0.265222412830799931E+04 -0.155276390406602549E+01 0.437400485786880400E+00 0.121226942270387852E+02
0.119055138772362401E+01 0.108325899779284285E+01 0.323127290533193445E+04 -0.138836606357901693E+01 0.294276547953867436E-01 0.121231512263564465E+02
0.119145995943839966E+01 0.140159813407463218E+01 0.434474229349091638E+04 -0.148012275691713135E+01 0.110293882421240330E+00 0.121237465897625203E+02
0.118733441910184689E+01 0.112466951459065534E+01 0.396073824947453841E+04 -0.150533902432439581E+01 0.251960538254589916E+00 0.121237858845638851E+02
0.118658043583460504E+01 0.121008575181725031E+01 0.492892685779519707E+04 -0.151909459485731091E+01 0.148286623687272745E+00 0.121246744005874767E+02
0.118802432833465299E+01 0.100069967504498369E+01 0.456217664343663728E+04 -0.168230283479382536E+01 0.260294638391771249E+00 0.121251439119658713E+02
0.118873665759734570E+01 0.140135357077690026E+01 0.365016490166337417E+04 -0.137312535570847527E+01 0.212590040394316865E+00 0.121273043251073531E+02
0.118851495284630460E+01 0.112314292180912134E+01 0.328483012870476750E+04 -0.128350534589840937E+01 0.179701170893996925E+00 0.121274785110206160E+02
0.118982764909465888E+01 0.103817078848416555E+01 0.384718063705309123E+04 -0.158713786380574007E+01 0.866073033044780505E-01 0.121274855458088435E+02
0.118505901298109428E+01 0.128751856718593904E+01 0.475204921101307264E+04 -0.145487920940624349E+01 0.200359128283097085E-01 0.121276374863422429E+02
0.119218323186757269E+01 0.101148299304659983E+01 0.447679500360334987E+04 -0.155918774743006083E+01 0.424793136504369617E+00 0.121277833200294722E+02
0.118865163831459553E+01 0.130224770307540894E+01 0.365936011075973511E+04 -0.149041235446929932E+01 0.152067899703979492E+00 0.121283135197734051E+02
0.118936219523129116E+01 0.122469517535147254E+01 0.428953703917775510E+04 -0.156470363555165215E+01 0.415218555140652257E+00 0.121283350114524140E+02
0.118856062531990192E+01 0.109028025330340594E+01 0.486896269773708173E+04 -0.132653295361683021E+01 0.614706544108310979E-01 0.121285172441474991E+02
0.118674243733566231E+01 0.129626355328427190E+01 0.412237128157021652E+04 -0.183031551526354086E+01 0.421150783947056295E+00 0.121285266705651011E+02
0.118985026233647972E+01 0.106363634057138379E+01 0.486350640536221999E+04 -0.126321025159887812E+01 0.263661740067033150E-02 0.121286174013326669E+02
0.119026315412411132E+01 0.101078696301582416E+01 0.463464701019207587E+04 -0.152582787286639099E+01 0.725707679780192710E-01 0.121287005642307495E+02
0.118624764888510659E+01 0.105798252001079396E+01 0.489142703821617670E+04 -0.156563712554324641E+01 0.225070983971490633E-01 0.121289184798264529E+02
0.118837712000157403E+01 0.107140829590191422E+01 0.383268724603418559E+04 -0.171200499986557242E+01 0.925407016404347638E-01 0.121304741970409271E+02
0.118579863727694179E+01 0.100084326438315530E+01 0.272130109996629790E+04 -0.132620705871515421E+01 0.412806701429672962E-01 0.121309867881582711E+02
0.118555963647297857E+01 0.111549748755075728E+01 0.460546776715131182E+04 -0.169513018603270593E+01 0.335047165725199381E+00 0.121310319891848266E+02
0.118899315922362092E+01 0.102840205590603340E+01 0.457459976273988741E+04 -0.176945280605971611E+01 0.359248523714594037E+00 0.121313692029506335E+02
0.118809723284401070E+01 0.128890488266258707E+01 0.476529679471507097E+04 -0.150996996103228431E+01 0.109848254955927732E+00 0.121314229681012140E+02
0.118720169245068208E+01 0.144262487493368097E+01 0.473607794850215123E+04 -0.182569574069707086E+01 0.291568354865572033E+00 0.121314605478454158E+02
0.119147663458884545E+01 0.111396505649800903E+01 0.361054860617705754E+04 -0.146890504586012360E+01 0.216462218522923494E+00 0.121317032840197978E+02
0.119050398714609984E+01 0.118918305370247213E+01 0.285246780073104355E+04 -0.140437132110211804E+01 0.279217196894976483E+00 0.121318443025162299E+02
0.119045167811673802E+01 0.122635888037211105E+01 0.476027244853977754E+04 -0.162426119221435128E+01 0.434322700797990346E+00 0.121320839563691614E+02
