Mchirp q EOS_ID alpha zeta L
0.118698348082125071E+01 0.103161046007535195E+01 0.412741749765233726E+04 -0.167511105474031319E+01 0.364721271298552641E+00 0.139480771240091350E+02
0.119054544508799731E+01 0.129921881909094261E+01 0.382541265686434190E+04 -0.143367991432128439E+01 0.307361062015163888E+00 0.139481065370689308E+02
0.119044974432401363E+01 0.118727243893013834E+01 0.489663873521630921E+04 -0.162494934105499023E+01 0.156880225786746319E+00 0.139485290648835729E+02
0.119044974432401363E+01 0.118727243893013834E+01 0.489663873521630921E+04 -0.162494934105499023E+01 0.156880225786746319E+00 0.139485290648835729E+02
0.118545474557502151E+01 0.134371102461675029E+01 0.404539137498792070E+04 -0.138631422437060925E+01 0.454017781769450457E+00 0.139486490908516085E+02
0.118545474557502151E+01 0.134371102461675029E+01 0.404539137498792070E+04 -0.138631422437060925E+01 0.454017781769450457E+00 0.139486490908516085E+02
0.118785931703210368E+01 0.112946467093810532E+01 0.366918282855026246E+04 -0.152524042481549826E+01 0.242433176802544864E+00 0.139488864290976977E+02
0.118808313844278324E+01 0.108447102653857641E+01 0.413239737636636164E+04 -0.136951494624317061E+01 0.290596101603566193E+00 0.139493908446934753E+02
0.118904673028003316E+01 0.102685552588316598E+01 0.442485403728580604E+04 -0.138711052083143649E+01 0.119838879175407878E+00 0.139494822395696190E+02
0.118717100626406902E+01 0.102771466565855807E+01 0.489574706610881367E+04 -0.156928576458780622E+01 0.110891505185700692E+00 0.139496813094567003E+02
0.118527281853993061E+01 0.105397377203571208E+01 0.449602875106282499E+04 -0.184302210999887706E+01 0.398853902330818300E+00 0.139500144693299024E+02
0.118527281853993061E+01 0.105397377203571208E+01 0.449602875106282499E+04 -0.184302210999887706E+01 0.398853902330818300E+00 0.139500144693299024E+02
0.118597993736352625E+01 0.128593737561406107E+01 0.445430230861345808E+04 -0.143007251284915116E+01 0.116441643918766713E+00 0.139501986954909523E+02
0.118802384202276490E+01 0.100469445123044010E+01 0.451435173327510347E+04 -0.191822910252124545E+01 0.354056574936582602E+00 0.139503425018753227E+02
0.118492371590306633E+01 0.133625017654833189E+01 0.415885032210158806E+04 -0.141684458067451979E+01 0.232805464544126511E+00 0.139503529823583232E+02
0.118492371590306633E+01 0.133625017654833189E+01 0.415885032210158806E+04 -0.141684458067451979E+01 0.232805464544126511E+00 0.139503529823583232E+02
0.118661813865583277E+01 0.115639657014178132E+01 0.377433693117900702E+04 -0.142733996138633445E+01 0.382661534350045962E+00 0.139503789495698722E+02
0.118661813865583277E+01 0.115639657014178132E+01 0.377433693117900702E+04 -0.142733996138633445E+01 0.382661534350045962E+00 0.139503789495698722E+02
0.118800383008831378E+01 0.114123685177038969E+01 0.426174783368108638E+04 -0.176948831860728739E+01 0.384240308681769283E+00 0.139507988719191243E+02
0.118846241310879130E+01 0.108271912735606080E+01 0.443616895367953293E+04 -0.148469027004528797E+01 0.607535102671065488E-01 0.139508493487358827E+02
0.118660296370474394E+01 0.113591331621514202E+01 0.385576687879468091E+04 -0.137795329377572306E+01 0.109376086174124221E-02 0.139511689544889741E+02
0.118660296370474394E+01 0.113591331621514202E+01 0.385576687879468091E+04 -0.137795329377572306E+01 0.109376086174124221E-02 0.139511689544889741E+02
0.118633341214915977E+01 0.102398392759572565E+01 0.389210172184370504E+04 -0.133276117749341072E+01 0.245353811225844598E+00 0.139512911337079846E+02
0.118709910695562049E+01 0.105483660724256612E+01 0.481297681936053777E+04 -0.168190559135418716E+01 0.246120857034476975E+00 0.139518459349651121E+02
0.118709910695562049E+01 0.105483660724256612E+01 0.481297681936053777E+04 -0.168190559135418716E+01 0.246120857034476975E+00 0.139518459349651121E+02
0.118797876886223297E+01 0.129784678131821885E+01 0.449595828995515603E+04 -0.183469716568426899E+01 0.381559650825156527E+00 0.139520981889003384E+02
0.118608652516107060E+01 0.106857102872476983E+01 0.348835203168489215E+04 -0.148824292587193363E+01 0.189573053228626720E+00 0.139521073638597901E+02
0.118608652516107060E+01 0.106857102872476983E+01 0.348835203168489215E+04 -0.148824292587193363E+01 0.189573053228626720E+00 0.139521073638597901E+02
0.118902253106998601E+01 0.116158659347580318E+01 0.449593307456343064E+04 -0.167561151065230129E+01 0.177679824167253975E+00 0.139524492219832386E+02
0.118952884285389859E+01 0.119447439895370033E+01 0.494086795505528607E+04 -0.158077324609801129E+01 0.154660434593157287E+00 0.139524538598435388E+02
0.118994581339811933E+01 0.112328481427593596E+01 0.454066190197182459E+04 -0.140507179556803496E+01 0.193176184059656197E+00 0.139528224846539661E+02
0.118994581339811933E+01 0.112328481427593596E+01 0.454066190197182459E+04 -0.140507179556803496E+01 0.193176184059656197E+00 0.139528224846539661E+02
0.118518624017947682E+01 0.108398175801548757E+01 0.394206635089776955E+04 -0.173874097538216743E+01 0.152783009038336387E+00 0.139528541824572123E+02
0.118591251700802580E+01 0.103979063622385404E+01 0.459479284604672648E+04 -0.190616742424835572E+01 0.459141545564719589E+00 0.139529312514014787E+02
0.118591251700802580E+01 0.103979063622385404E+01 0.459479284604672648E+04 -0.190616742424835572E+01 0.459141545564719589E+00 0.139529312514014787E+02
0.118787987778760562E+01 0.114099391079772428E+01 0.405943778976623889E+04 -0.158312067065970830E+01 0.199200909974287493E+00 0.139532340141002518E+02
0.118967131324925912E+01 0.110445825780618478E+01 0.479863650842405423E+04 -0.156000479184909313E+01 0.631685724280905969E-01 0.139533719769493949E+02
0.118967131324925912E+01 0.110445825780618478E+01 0.479863650842405423E+04 -0.156000479184909313E+01 0.631685724280905969E-01 0.139533719769493949E+02
0.118757507605777968E+01 0.132023774165782659E+01 0.432793365846270444E+04 -0.142217402676003113E+01 0.115672779955660054E+00 0.139536988588851845E+02
0.118885423331917783E+01 0.114324620104765451E+01 0.463631645074362041E+04 -0.143389454829163010E+01 0.304030043538987965E-01 0.139538557976881066E+02
0.118885423331917783E+01 0.114324620104765451E+01 0.463631645074362041E+04 -0.143389454829163010E+01 0.304030043538987965E-01 0.139538557976881066E+02
0.118521300845064737E+01 0.110592889763897695E+01 0.402347006854292886E+04 -0.145932426367914347E+01 0.882334323571106610E-02 0.139539288887641622E+02
0.118887078784499156E+01 0.109432112003041748E+01 0.493931251951958802E+04 -0.180097062807562747E+01 0.149713312457789127E+00 0.139541280965046219E+02
0.118637715764455631E+01 0.103225572059809645E+01 0.441033283550713168E+04 -0.143211048064279844E+01 0.264221019410345237E-02 0.139542112987934672E+02
0.118637715764455631E+01 0.103225572059809645E+01 0.441033283550713168E+04 -0.143211048064279844E+01 0.264221019410345237E-02 0.139542112987934672E+02
0.118960566123993150E+01 0.102341234838457562E+01 0.337546270506009705E+04 -0.141146703764272186E+01 0.265776290916839242E+00 0.139545067715120261E+02
0.118809572963745813E+01 0.110392419613978876E+01 0.466363581003817035E+04 -0.172707780194796179E+01 0.192607080772880024E+00 0.139547098352468826E+02
0.118938413481144223E+01 0.113007786392300624E+01 0.319621143490974464E+04 -0.146107092591189813E+01 0.872976282837197998E-01 0.139547917123984053E+02
0.118768846737094114E+01 0.136278263246842535E+01 0.444010385348650925E+04 -0.146639814625860998E+01 0.157204269971657928E+00 0.139553981723053386E+02
0.118768846737094114E+01 0.136278263246842535E+01 0.444010385348650925E+04 -0.146639814625860998E+01 0.157204269971657928E+00 0.139553981723053386E+02
0.118808107549894348E+01 0.101302767477513078E+01 0.469794723259298007E+04 -0.185927237706627801E+01 0.265996207181940170E+00 0.139562769875937267E+02
0.118808107549894348E+01 0.101302767477513078E+01 0.469794723259298007E+04 -0.185927237706627801E+01 0.265996207181940170E+00 0.139562769875937267E+02
0.118929218766614686E+01 0.102808599715504978E+01 0.361374711728966531E+04 -0.132119403924435774E+01 0.471978576683602546E+00 0.139563019654012184E+02
0.118881452966372869E+01 0.108056946497048956E+01 0.439858440872193569E+04 -0.197541218205679470E+01 0.483002646886252385E+00 0.139564826977422243E+02
0.118881452966372869E+01 0.108056946497048956E+01 0.439858440872193569E+04 -0.197541218205679470E+01 0.483002646886252385E+00 0.139564826977422243E+02
0.118821670098219467E+01 0.109973755225031011E+01 0.352225389457613210E+04 -0.194566072746041008E+01 0.349049981912905816E+00 0.139565981581686973E+02
0.118821670098219467E+01 0.109973755225031011E+01 0.352225389457613210E+04 -0.194566072746041008E+01 0.349049981912905816E+00 0.139565981581686973E+02
0.118815144104815462E+01 0.125381599791640053E+01 0.325463245460059443E+04 -0.141623732482138909E+01 0.475971413102412921E+00 0.139572824081852964E+02
0.118815144104815462E+01 0.125381599791640053E+01 0.325463245460059443E+04 -0.141623732482138909E+01 0.475971413102412921E+00 0.139572824081852964E+02
0.119092291966836683E+01 0.129603022576360383E+01 0.426533213935671392E+04 -0.149010111346609309E+01 0.343682611194784438E+00 0.139574141544077008E+02
0.119009131344590169E+01 0.106391916180852775E+01 0.469125239921333014E+04 -0.158291915359592794E+01 0.255228918388885728E+00 0.139578345517699169E+02
0.118631449378784315E+01 0.108706459760778618E+01 0.476344393830756871E+04 -0.161112584363556555E+01 0.121102774595440138E+00 0.139579697531562044E+02
0.118631449378784315E+01 0.108706459760778618E+01 0.476344393830756871E+04 -0.161112584363556555E+01 0.121102774595440138E+00 0.139579697531562044E+02
0.118563477340112855E+01 0.104305455725458796E+01 0.421391041529092308E+04 -0.149787575831125119E+01 0.509470381510706699E-01 0.139582254276947317E+02
0.118563477340112855E+01 0.104305455725458796E+01 0.421391041529092308E+04 -0.149787575831125119E+01 0.509470381510706699E-01 0.139582254276947317E+02
0.118933922111583645E+01 0.119934295968958438E+01 0.411221328937800081E+04 -0.171816112513176389E+01 0.163662429302043388E+00 0.139585145453359498E+02
0.118852951830414710E+01 0.124004705708984919E+01 0.399690203306636613E+04 -0.137510160532301851E+01 0.324858912819610157E+00 0.139585623197646385E+02
0.118852951830414710E+01 0.124004705708984919E+01 0.399690203306636613E+04 -0.137510160532301851E+01 0.324858912819610157E+00 0.139585623197646385E+02
0.118807127583743255E+01 0.109894991705540668E+01 0.421865537376836528E+04 -0.137808515418126909E+01 0.321199049178132412E+00 0.139585768802676835E+02
0.118807127583743255E+01 0.109894991705540668E+01 0.421865537376836528E+04 -0.137808515418126909E+01 0.321199049178132412E+00 0.139585768802676835E+02
0.118491932385944310E+01 0.111722171200751963E+01 0.399472318884469087E+04 -0.150370693117326693E+01 0.215168042945754256E+00 0.139595065006878141E+02
0.118491932385944310E+01 0.111722171200751963E+01 0.399472318884469087E+04 -0.150370693117326693E+01 0.215168042945754256E+00 0.139595065006878141E+02
0.118777343500339461E+01 0.133366740552156671E+01 0.370073922980302405E+04 -0.149780084140977143E+01 0.474908216521452223E-01 0.139596477761046422E+02
0.118833951733248955E+01 0.122146996017530407E+01 0.380562614798286904E+04 -0.138091835906596305E+01 0.146857422759317041E+00 0.139596758412702933E+02
0.118802964712031245E+01 0.116550613198702191E+01 0.400822356284458283E+04 -0.134490352632984367E+01 0.510473939325160400E-01 0.139598166356373170E+02
0.119102780585899160E+01 0.108833451853513563E+01 0.412720300441167728E+04 -0.134045952063697738E+01 0.108651417729135155E+00 0.139601536265657682E+02
0.118972205132235409E+01 0.113169506515502238E+01 0.456626540941223539E+04 -0.182615825778859930E+01 0.466979359630232016E+00 0.139607296122235489E+02
0.118972205132235409E+01 0.113169506515502238E+01 0.456626540941223539E+04 -0.182615825778859930E+01 0.466979359630232016E+00 0.139607296122235489E+02
0.118804575297720305E+01 0.103765802441062238E+01 0.467468698967432283E+04 -0.183248293085482117E+01 0.259188472147459215E+00 0.139609977693878005E+02
0.118804575297720305E+01 0.103765802441062238E+01 0.467468698967432283E+04 -0.183248293085482117E+01 0.259188472147459215E+00 0.139609977693878005E+02
0.119091359680559283E+01 0.107835695604947501E+01 0.379836604216245087E+04 -0.152102516208482030E+01 0.110023884902745020E+00 0.139616429931111679E+02
0.119091359680559283E+01 0.107835695604947501E+01 0.379836604216245087E+04 -0.152102516208482030E+01 0.110023884902745020E+00 0.139616429931111679E+02
0.118808273227830896E+01 0.115102273003902766E+01 0.425172482672959268E+04 -0.135237821314184758E+01 0.198582702967669937E-01 0.139617291198625946E+02
0.118808273227830896E+01 0.115102273003902766E+01 0.425172482672959268E+04 -0.135237821314184758E+01 0.198582702967669937E-01 0.139617291198625946E+02
0.119023768824239817E+01 0.110299378472071319E+01 0.482097331603757266E+04 -0.175573749627224718E+01 0.234337968807787400E+00 0.139617597640589999E+02
0.119023768824239817E+01 0.110299378472071319E+01 0.482097331603757266E+04 -0.175573749627224718E+01 0.234337968807787400E+00 0.139617597640589999E+02
0.118987704065004873E+01 0.119330712923484095E+01 0.448756490787754865E+04 -0.145709030781842852E+01 0.147748832324501950E+00 0.139617602240955705E+02
0.118987704065004873E+01 0.119330712923484095E+01 0.448756490787754865E+04 -0.145709030781842852E+01 0.147748832324501950E+00 0.139617602240955705E+02
0.118954552932709601E+01 0.129381646918410542E+01 0.437165799500118283E+04 -0.158831746098604931E+01 0.467087798324199222E+00 0.139619660622988349E+02
0.118954552932709601E+01 0.129381646918410542E+01 0.437165799500118283E+04 -0.158831746098604931E+01 0.467087798324199222E+00 0.139619660622988349E+02
0.118680106401169838E+01 0.119238452368037007E+01 0.457994012789533645E+04 -0.175681368792416293E+01 0.130792442660158076E+00 0.139623179940751818E+02
0.118827913592881851E+01 0.107313472594814252E+01 0.487155255507241691E+04 -0.193425603981421590E+01 0.261560423233695327E+00 0.139628653146988437E+02
0.118964211825428823E+01 0.103516677488516540E+01 0.483052014040866834E+04 -0.155294058451168393E+01 0.165449876954028380E+00 0.139628779347563103E+02
0.118611791138645795E+01 0.105644368861410909E+01 0.375782366153987414E+04 -0.148353369263976931E+01 0.464638851800205421E+00 0.139632813430167975E+02
0.118611791138645795E+01 0.105644368861410909E+01 0.375782366153987414E+04 -0.148353369263976931E+01 0.464638851800205421E+00 0.139632813430167975E+02
0.118626008476247979E+01 0.102004952898613177E+01 0.293280948079102654E+04 -0.136159197156828649E+01 0.680022736661492627E-01 0.139633131811360123E+02
0.118626008476247979E+01 0.102004952898613177E+01 0.293280948079102654E+04 -0.136159197156828649E+01 0.680022736661492627E-01 0.139633131811360123E+02
0.118525665438652905E+01 0.130162333001843367E+01 0.427078230378009630E+04 -0.145861762730144551E+01 0.147308475148426349E+00 0.139633792620843273E+02
0.119022369397917038E+01 0.111879475695577013E+01 0.468325961326258584E+04 -0.138685413115572698E+01 0.653059085520168170E-01 0.139633872605854705E+02
0.118788266566686551E+01 0.101671299758871059E+01 0.395937499672832246E+04 -0.153969030252083883E+01 0.312091703267241949E+00 0.139633987967940190E+02
0.118783365474003189E+01 0.113865593341888660E+01 0.417062592266446154E+04 -0.151223913666110055E+01 0.237921355679184598E+00 0.139637184946689583E+02
0.118780540504047827E+01 0.115969881639894190E+01 0.467103722765980365E+04 -0.139314325104768044E+01 0.556905403510331602E-03 0.139639437288598156E+02
0.118735266234314363E+01 0.125817275487738423E+01 0.492360625471760432E+04 -0.159570837633680052E+01 0.822522839727960059E-01 0.139642657742570275E+02
0.118735266234314363E+01 0.125817275487738423E+01 0.492360625471760432E+04 -0.159570837633680052E+01 0.822522839727960059E-01 0.139642657742570275E+02
0.118681728122413466E+01 0.105124396084512428E+01 0.459951111501844480E+04 -0.147222503684953265E+01 0.200171929941963117E+00 0.139644830734950762E+02
0.118603686001817166E+01 0.117513063386837380E+01 0.371665839706178076E+04 -0.140186787327452955E+01 0.120397820925001342E+00 0.139645000466456732E+02
0.118603686001817166E+01 0.117513063386837380E+01 0.371665839706178076E+04 -0.140186787327452955E+01 0.120397820925001342E+00 0.139645000466456732E+02
0.118633341684375848E+01 0.109202083296327990E+01 0.395549048099792617E+04 -0.159567464233533229E+01 0.160220548008380037E+00 0.139646117341492246E+02
0.118633341684375848E+01 0.109202083296327990E+01 0.395549048099792617E+04 -0.159567464233533229E+01 0.160220548008380037E+00 0.139646117341492246E+02
0.118711186388652457E+01 0.101495355214270000E+01 0.478610677901293911E+04 -0.197478320311557787E+01 0.290569349089864148E+00 0.139651487073378373E+02
0.118884219548558945E+01 0.112069393960864594E+01 0.432328874240758068E+04 -0.149311103359351716E+01 0.126849469887989896E+00 0.139654558186481346E+02
0.118925220456905523E+01 0.104145794440203110E+01 0.487681824441856497E+04 -0.190078631262645814E+01 0.218304823968228395E+00 0.139659330622726419E+02
0.118688903599054019E+01 0.114427780883620933E+01 0.282890973825363062E+04 -0.137844035991043645E+01 0.546556990757966696E-01 0.139660257518677238E+02
0.118542335477098093E+01 0.104942653131415664E+01 0.490712364690001323E+04 -0.193835506210664743E+01 0.190409822552809527E+00 0.139660282049629352E+02
0.118542335477098093E+01 0.104942653131415664E+01 0.490712364690001323E+04 -0.193835506210664743E+01 0.190409822552809527E+00 0.139660282049629352E+02
0.118667460482701759E+01 0.111499705413556049E+01 0.431310944505365478E+04 -0.188574823177923379E+01 0.268362132926650010E+00 0.139662159602302722E+02
0.119171980633765662E+01 0.110551973582513319E+01 0.443974180416279250E+04 -0.177194425319238746E+01 0.166449256268966755E+00 0.139662656425289509E+02
0.119171980633765662E+01 0.110551973582513319E+01 0.443974180416279250E+04 -0.177194425319238746E+01 0.166449256268966755E+00 0.139662656425289509E+02
0.118994600034116149E+01 0.105326118679930336E+01 0.359264330238513776E+04 -0.153592955922730834E+01 0.545725625471666920E-01 0.139668309061368134E+02
0.118994600034116149E+01 0.105326118679930336E+01 0.359264330238513776E+04 -0.153592955922730834E+01 0.545725625471666920E-01 0.139668309061368134E+02
0.118701803090693292E+01 0.101252686520509827E+01 0.495104983254463696E+04 -0.182341553320532612E+01 0.186539679736922231E+00 0.139670309743469208E+02
0.118917490251903213E+01 0.127567478549120272E+01 0.427990941303943146E+04 -0.146980249302432608E+01 0.362586969414038174E+00 0.139675140295260487E+02
0.118758230243262664E+01 0.121359009248109828E+01 0.422347549630398862E+04 -0.159650024228246634E+01 0.315292988738004043E+00 0.139676201995864133E+02
0.118758230243262664E+01 0.121359009248109828E+01 0.422347549630398862E+04 -0.159650024228246634E+01 0.315292988738004043E+00 0.139676201995864133E+02
0.119109566753750373E+01 0.106195020086195391E+01 0.466694887369241314E+04 -0.193905435566695039E+01 0.321396458583895428E+00 0.139676703573605270E+02
0.119021278455193102E+01 0.117014568063593893E+01 0.459953544988644717E+04 -0.164390705054736452E+01 0.210263754757225002E+00 0.139677441059029537E+02
0.118538231862282850E+01 0.101398344609252433E+01 0.397730403667450719E+04 -0.145112745095692564E+01 0.193751848097277579E+00 0.139681037534324712E+02
0.118538231862282850E+01 0.101398344609252433E+01 0.397730403667450719E+04 -0.145112745095692564E+01 0.193751848097277579E+00 0.139681037534324712E+02
0.118664171452423783E+01 0.121506447561541275E+01 0.470790104470209735E+04 -0.164202145862291515E+01 0.209288748143632075E+00 0.139682492295071903E+02
0.118758731415440577E+01 0.125470689497881960E+01 0.361224759519497229E+04 -0.152985148556285067E+01 0.892191287752360090E-01 0.139682695979569278E+02
0.118758731415440577E+01 0.125470689497881960E+01 0.361224759519497229E+04 -0.152985148556285067E+01 0.892191287752360090E-01 0.139682695979569278E+02
0.118612273227531628E+01 0.133630413760374389E+01 0.368284436634629947E+04 -0.142121398949689515E+01 0.242850607698564813E+00 0.139683794183120646E+02
0.118646111690417388E+01 0.123766967195353006E+01 0.412655978206596683E+04 -0.159662259277731278E+01 0.892591504346507969E-01 0.139687595253351198E+02
0.118662069960382355E+01 0.101901850269199534E+01 0.499483200483338987E+04 -0.174106614897167034E+01 0.172811522029472808E+00 0.139687960328429099E+02
0.118662069960382355E+01 0.101901850269199534E+01 0.499483200483338987E+04 -0.174106614897167034E+01 0.172811522029472808E+00 0.139687960328429099E+02
0.118857263050857620E+01 0.110753729131935907E+01 0.387043453256566590E+04 -0.151985817036835424E+01 0.369343596594963519E+00 0.139688858844657737E+02
0.118857263050857620E+01 0.110753729131935907E+01 0.387043453256566590E+04 -0.151985817036835424E+01 0.369343596594963519E+00 0.139688858844657737E+02
0.118653646166702842E+01 0.105147604311867671E+01 0.453733467687142638E+04 -0.197229144811393886E+01 0.390434047547102925E+00 0.139689663856293311E+02
0.118724495076251646E+01 0.116735973340010957E+01 0.448887381993160488E+04 -0.151107525789904384E+01 0.314899216092696388E+00 0.139694786361767953E+02
0.118833665836210689E+01 0.105426342520900929E+01 0.360346608107647853E+04 -0.131887463290224982E+01 0.188484976685051875E-01 0.139696808878258310E+02
0.119064247869719875E+01 0.110308250229786520E+01 0.442465208776650343E+04 -0.149454867692347548E+01 0.244740552921691806E+00 0.139697455807687820E+02
0.118925600424065370E+01 0.119446921976680542E+01 0.496399977875045170E+04 -0.165144883461765213E+01 0.158657760185346663E+00 0.139698399788244796E+02
0.118925600424065370E+01 0.119446921976680542E+01 0.496399977875045170E+04 -0.165144883461765213E+01 0.158657760185346663E+00 0.139698399788244796E+02
0.118813948833904881E+01 0.118665800222883377E+01 0.335296484110029314E+04 -0.148081546899753658E+01 0.462913930230311577E+00 0.139700160567293832E+02
0.118813948833904881E+01 0.118665800222883377E+01 0.335296484110029314E+04 -0.148081546899753658E+01 0.462913930230311577E+00 0.139700160567293832E+02
0.119192166375844377E+01 0.108215855254657201E+01 0.350470923287485584E+04 -0.145541986168863713E+01 0.191026969647247302E+00 0.139703904181699787E+02
0.118757452155604204E+01 0.101007523346374373E+01 0.395554162877291719E+04 -0.184989519721869455E+01 0.304782006625377355E+00 0.139707777547087737E+02
0.118612181599814193E+01 0.129682401316664087E+01 0.386000303208312698E+04 -0.187992675794540820E+01 0.176595195020694484E+00 0.139707964525274750E+02
0.119064041570604107E+01 0.115619174016396697E+01 0.431379588458727630E+04 -0.151639322020025613E+01 0.685346812967058405E-01 0.139712171839159733E+02
0.118558585551896800E+01 0.126009241123690363E+01 0.348636195704461852E+04 -0.140109660435571248E+01 0.132272826815847427E+00 0.139721208567955237E+02
0.118795499774150959E+01 0.104709126339430414E+01 0.439490173096226499E+04 -0.136770751195156604E+01 0.136277842981484959E+00 0.139727655284053505E+02
0.118795499774150959E+01 0.104709126339430414E+01 0.439490173096226499E+04 -0.136770751195156604E+01 0.136277842981484959E+00 0.139727655284053505E+02
0.118526657028296833E+01 0.101918786822971685E+01 0.449350695570149765E+04 -0.169199137138164124E+01 0.406587112570584552E+00 0.139731686460243871E+02
0.118775533266570354E+01 0.104837925740013871E+01 0.453298064126909776E+04 -0.181093250930401028E+01 0.363553928886256317E+00 0.139732469285045919E+02
0.118775533266570354E+01 0.104837925740013871E+01 0.453298064126909776E+04 -0.181093250930401028E+01 0.363553928886256317E+00 0.139732469285045919E+02
0.118901024328337757E+01 0.117904488044882205E+01 0.480247238262702194E+04 -0.158732147820816571E+01 0.139721308718604748E+00 0.139733464108210566E+02
0.118901024328337757E+01 0.117904488044882205E+01 0.480247238262702194E+04 -0.158732147820816571E+01 0.139721308718604748E+00 0.139733464108210566E+02
0.118563663936930030E+01 0.107720845631437712E+01 0.467878003916230318E+04 -0.187586240938224846E+01 0.264822558481737413E+00 0.139735172911655212E+02
0.118618202042886112E+01 0.102747734908182098E+01 0.472618666604727059E+04 -0.156225160299978594E+01 0.207699625992671749E+00 0.139735734714940101E+02
0.118808785212534485E+01 0.102288521245525299E+01 0.412924659377275202E+04 -0.146679345341482015E+01 0.229445080337649765E+00 0.139736674300205763E+02
0.118517352320903591E+01 0.106727417271761782E+01 0.484146987320324115E+04 -0.185719875019403191E+01 0.219414502848245568E+00 0.139737611915139741E+02
0.118712554430351092E+01 0.116997936286600757E+01 0.474309849425395441E+04 -0.143128280514662487E+01 0.974766115114573534E-01 0.139741782268972710E+02
0.118712554430351092E+01 0.116997936286600757E+01 0.474309849425395441E+04 -0.143128280514662487E+01 0.974766115114573534E-01 0.139741782268972710E+02
0.119104700687766507E+01 0.109096876346059446E+01 0.381495381498756842E+04 -0.157953212409030685E+01 0.948169689784204989E-01 0.139742536190931830E+02
0.119104700687766507E+01 0.109096876346059446E+01 0.381495381498756842E+04 -0.157953212409030685E+01 0.948169689784204989E-01 0.139742536190931830E+02
0.118756389768917070E+01 0.113155888356443546E+01 0.366075433711271762E+04 -0.144616841155362641E+01 0.251182369506607051E+00 0.139744621526962636E+02
0.118756389768917070E+01 0.113155888356443546E+01 0.366075433711271762E+04 -0.144616841155362641E+01 0.251182369506607051E+00 0.139744621526962636E+02
0.119078289260862635E+01 0.112513212471394142E+01 0.409777146104654094E+04 -0.145908407539780316E+01 0.834883562684122782E-01 0.139744727947456493E+02
0.118720383147232056E+01 0.116234055596573826E+01 0.369905343202911581E+04 -0.142747514513862317E+01 0.120271845295440258E+00 0.139752696266188323E+02
0.118644223943711857E+01 0.128166046209990503E+01 0.432763648500708950E+04 -0.160350886154567029E+01 0.326908724780792859E+00 0.139753252432980197E+02
0.118644223943711857E+01 0.128166046209990503E+01 0.432763648500708950E+04 -0.160350886154567029E+01 0.326908724780792859E+00 0.139753252432980197E+02
0.118683563351742438E+01 0.117226215615762963E+01 0.443176203860189707E+04 -0.166795360261135173E+01 0.376589268331475602E+00 0.139753785718160284E+02
0.119183203257065107E+01 0.134537614249195925E+01 0.422927791360327228E+04 -0.150541006869116156E+01 0.249217806485523358E+00 0.139756255997227719E+02
0.118564386774317887E+01 0.114746900501797877E+01 0.423231300111049677E+04 -0.139689815674479423E+01 0.806816207244468869E-01 0.139758030107455653E+02
0.118564386774317887E+01 0.114746900501797877E+01 0.423231300111049677E+04 -0.139689815674479423E+01 0.806816207244468869E-01 0.139758030107455653E+02
0.118541387048021929E+01 0.118926191329956055E+01 0.348624676465988159E+04 -0.141774868965148926E+01 0.362317115068435669E+00 0.139758324125466569E+02
0.118687921939201013E+01 0.113878757541159081E+01 0.393656996497766886E+04 -0.152637505432551879E+01 0.308903171600955595E+00 0.139760250117492202E+02
0.119084784979557101E+01 0.102036172325261787E+01 0.327230733722683635E+04 -0.140381226050917252E+01 0.986329227968743838E-01 0.139763951621134126E+02
0.119084784979557101E+01 0.102036172325261787E+01 0.327230733722683635E+04 -0.140381226050917252E+01 0.986329227968743838E-01 0.139763951621134126E+02
0.118577182219132493E+01 0.135791450410298831E+01 0.424477880382166677E+04 -0.143652880660944882E+01 0.260556069676197780E-02 0.139765342927468961E+02
0.118577182219132493E+01 0.135791450410298831E+01 0.424477880382166677E+04 -0.143652880660944882E+01 0.260556069676197780E-02 0.139765342927468961E+02
0.118658683902784823E+01 0.101062575546787370E+01 0.431853112477771992E+04 -0.174647077862471622E+01 0.379041784213101141E+00 0.139766338639562235E+02
0.118658683902784823E+01 0.101062575546787370E+01 0.431853112477771992E+04 -0.174647077862471622E+01 0.379041784213101141E+00 0.139766338639562235E+02
0.118738172308663459E+01 0.115260022878646851E+01 0.399860352277755737E+04 -0.134573960304260254E+01 0.288041353225708008E+00 0.139769267135759581E+02
0.118738172308663459E+01 0.115260022878646851E+01 0.399860352277755737E+04 -0.134573960304260254E+01 0.288041353225708008E+00 0.139769267135759581E+02
0.119082604149933302E+01 0.137306570673730954E+01 0.355841161372668284E+04 -0.141928450729134514E+01 0.435176856096275599E+00 0.139774057947636194E+02
0.118857063176854827E+01 0.108236858095750788E+01 0.408789792883108885E+04 -0.146755044382796784E+01 0.439032227897338645E+00 0.139779429554188113E+02
0.118834709880911626E+01 0.110382210120125634E+01 0.439121033295572852E+04 -0.160036904771206667E+01 0.220051452378829587E+00 0.139780193187563437E+02
0.118630856157966780E+01 0.111319440610865561E+01 0.364189395304977961E+04 -0.150920105127150084E+01 0.399919298360215947E+00 0.139783302247528631E+02
0.118833111574564421E+01 0.101797875674999205E+01 0.336752461281904652E+04 -0.146005376761757266E+01 0.252307164432579611E+00 0.139786610708833194E+02
0.118501858495841228E+01 0.114905389893608567E+01 0.439399319189481685E+04 -0.141136219473769509E+01 0.958732775823355754E-01 0.139788388914558386E+02
