Mchirp q alpha zeta EOS mass_1_source mass_2_source lambda_1 lambda_2 radius_1 radius_2
1.4681249225538073 1.0189921259880066 -1.9167362451553345 0.3554411828517913 3965 1.7023868953048187 1.6706575565087884 116.21044616201989 130.57869047640514 11.935023291148463 11.921447281443443
1.4577053867277296 1.2105451822280884 -1.9976060390472408 0.30855298042297363 3270 1.8440047665271684 1.5232845445166747 42.81732048198218 164.25015571028695 11.345271960642105 11.390908872565328
1.4195486641496111 1.0721875429153442 -1.9176082611083984 0.08495891094207764 3774 1.688668490981528 1.574974921262314 107.58912772277684 165.08628845613327 11.68587532252077 11.633681566248628
1.466518261104471 1.09823739528656 -1.9586622714996336 0.4252446591854096 3507 1.7657812085807023 1.6078319825559773 97.56593234997926 171.09479054870923 11.976489059685699 11.878429704635746
1.4212520377820983 1.0199927687644958 -1.9597250223159792 0.1286424696445465 3745 1.6488452613854447 1.6165264224202982 116.01491816541363 131.4108709001455 11.586603570185604 11.576217626399568
1.411368288901255 1.0619825720787048 -1.9220316410064695 0.190838485956192 4194 1.6708763397034623 1.573355706236233 74.78143358001607 113.64617738659008 11.109378495223767 11.120676901606851
1.4112893877576198 1.0134768486022947 -1.939895868301392 0.1825635731220245 4596 1.6320405189365923 1.6103382343537207 75.9341618249168 83.19123662395833 10.854946998727495 10.85476437756051
1.4303659850388386 1.0673589706420898 -1.9776959419250488 0.4066601693630218 3458 1.6976750034783579 1.5905380009661505 41.2225324824095 66.53048326724104 10.518945798469524 10.555992881110303
1.4348013017035848 1.0239030122756958 -1.907952070236206 0.18268141150474548 3307 1.6677587567379484 1.6288249343375194 205.05815637381977 235.17464041268198 12.633999910670498 12.607481549119923
1.4114197844605287 1.1303870677947998 -1.9329279661178589 0.4357960224151611 4177 1.7244030263644436 1.5254978365317569 89.3739917919095 212.18692783097595 11.942563273068851 12.045566091983924
1.4296365665017114 1.09250009059906 -1.945212244987488 0.09255135059356688 4190 1.716830173846887 1.5714691363599642 128.66211450319594 217.8138503114249 12.188386709428233 12.109430710224975
1.4157691543115578 1.0099740624427795 -1.9997717142105105 0.19104737043380735 4437 1.634385967591168 1.6182454860654054 144.5995291616651 154.30738464651458 12.046326854691005 12.047321887620887
1.4439320290525268 1.0315752625465393 -1.851930260658264 0.17793315649032593 3833 1.6846655724669575 1.6331000108593188 233.00944071183835 279.47162232507054 13.16447240048524 13.137194289606832
1.4354247916994174 1.0527482628822327 -1.9421182870864868 0.24024358391761774 3773 1.6919105357979636 1.6071368583081977 111.02760383030265 154.9251223580396 11.909757798340639 11.902144835453521
1.4555892559831696 1.1585990786552427 -1.9175326824188232 0.04765906929969788 3254 1.800721335675128 1.5542229998708272 118.3529025907853 270.6415783624464 12.531373248956656 12.326579395512239
1.4616038699580085 1.2207677960395813 -1.9488807916641235 0.4695098698139191 4085 1.856878723695612 1.5210744661840716 79.2782105569684 275.7164900798566 12.288570042963459 12.16495997172488
1.4192171809141867 1.0355031490325928 -1.985069274902344 0.22559133172035215 4273 1.6589900654727772 1.6021101114203953 59.60578008656916 79.38894561821336 10.899733160357009 10.962222512919165
1.4076190650832736 1.1779936552047727 -1.9690601825714111 0.2743462920188904 4226 1.7561177920096411 1.4907701618345068 56.23870173765895 175.91388334542376 11.420006425258082 11.530058282137782
1.4665255554452619 1.1727740764617922 -1.9956748485565183 0.3558729290962219 4047 1.8254851002678352 1.5565530794944271 61.58728465403535 165.31097472581618 11.659400118616542 11.536033512175841
1.4383992145759223 1.0380865931510923 -1.902876853942871 0.19581139087676996 4193 1.6835165748912602 1.6217496555667645 298.19387906568716 360.31034676676967 13.27992029519313 13.196984274654357
1.409839331867769 1.2252324223518372 -1.9995354413986208 0.3504913747310638 4609 1.7944530109220844 1.464581721954131 56.443852859407805 213.35643347754407 11.423641045807367 11.383477882245735
1.4229500753556263 1.0271881222724915 -1.919920325279236 0.1183588206768036 3898 1.6566412428631505 1.612792444677119 175.00742799544494 206.29336452865402 12.542336766739282 12.535329083003065
1.4121354950248353 1.054785132408142 -1.994327425956726 0.4825600385665894 3978 1.666077702834158 1.5795422704057231 128.698257433612 179.2554397501633 11.939599642262776 11.912655891282666
1.4762958638571495 1.0517264008522031 -1.9979482889175413 0.3970994651317597 4909 1.7392355455690005 1.6536958130552923 85.6836712685212 122.86972586110684 11.912015184207357 11.946675088483207
1.4623592175971643 1.071560978889465 -1.90749192237854 0.3819456398487091 4313 1.739083230775041 1.6229437848486947 81.34164477442273 129.1784311547643 11.604505716144534 11.589831829328592
1.4344101996657335 1.1207795739173887 -1.9526646137237549 0.1238139271736145 3723 1.7449402240208574 1.5568986664539932 75.0110082754622 165.536423150572 11.557166586372452 11.578115112920157
1.4420846232732667 1.0955768823623655 -1.9536782503128047 0.2536865174770355 3429 1.7342376469953413 1.5829447252080089 56.31685194065899 114.3801893257976 11.239649343612674 11.359343259221065
1.471939370626442 1.148585557937622 -1.9582331180572508 0.33327165246009827 4973 1.8129498579610703 1.5784195138378443 43.67598699033695 119.98906921710919 11.202723974548972 11.268727060348809
1.4118625892832444 1.1366345286369324 -1.9042155742645264 0.40670445561409 4103 1.7297638520282081 1.5218294081762274 137.72494820571808 294.08408243451964 12.412738819046908 12.304554086618685
1.4270211205158692 1.0852192640304563 -1.913251042366028 0.08159479498863219 3491 1.707920865789522 1.5738025691198843 126.33994010995394 209.41173201336153 12.228202162346173 12.192434733593348
1.467470789073759 1.0540945529937744 -1.910134434700012 0.16761878132820127 4714 1.730793991810441 1.6419722375898311 87.4521092505406 119.86115328334456 11.667165883161807 11.618880639724898
1.4500412259675723 1.1546990275382996 -1.993043541908264 0.16696980595588684 3859 1.7907921952559664 1.5508735631948634 31.550866602953082 81.50182120878503 10.659524679825754 10.630733552204177
1.4506412528459052 1.0959876775741575 -1.9516788721084597 0.17741382122039795 3748 1.7448577917726726 1.5920414321032463 81.88722556772377 184.43517316281475 11.955672257579806 12.221389527086561
1.414512180865784 1.0885825157165527 -1.9158767461776731 0.29494914412498474 4362 1.6955927897387797 1.5576153072995722 92.17925823720878 162.6896903376958 11.716626995117373 11.737335631606514
1.4295531530208399 1.029226541519165 -1.9656846523284912 0.4900076389312744 3450 1.6659839205271367 1.6186756300202882 149.67994522836014 177.02847683163074 12.077582357509034 12.047796587129284
1.4708563060769722 1.13839453458786 -1.9675321578979488 0.4260844886302948 4213 1.8034534409020528 1.5842077470575415 129.21342541640442 274.1803766530485 12.884868056746402 12.767302212693396
1.4493993913263283 1.2080197930335999 -1.9745863676071167 0.33442211151123047 3744 1.8315479250583593 1.5161572149897855 81.33753573119758 276.57729424850424 12.37383059415618 12.375697977681613
1.437142339562304 1.1892074346542358 -1.978475332260132 0.42967370152473444 3400 1.8016076340246991 1.514964993931879 121.07578605434212 311.583260576821 12.492367588052439 12.209229025733201
1.4304232000244137 1.0281460881233215 -1.965166091918945 0.4459497928619385 4247 1.6661201745123795 1.620509180318484 113.62492613792884 137.1005388525875 11.863692937362416 11.874152708790946
1.4070405223180502 1.0795402526855469 -1.9210662841796875 0.1348229944705963 4941 1.6795603269764363 1.555810747027018 132.22520884083355 218.77558808911033 12.26807359365731 12.292383459311365
1.4245581200357795 1.016673505306244 -1.876213312149048 0.07221320271492004 3870 1.6499846101697278 1.6229247654808479 138.35406016937935 153.05203003337755 11.852906745145475 11.838410233034384
1.4236924972985658 1.214579463005066 -1.9302746057510376 0.17921122908592224 3892 1.8040344365902417 1.4853161044949412 87.28562863181659 309.2398843936973 12.351104814267012 12.380128161884228
1.428944272429147 1.1513895988464355 -1.9710929393768313 0.09331837296485901 3389 1.7621709022856915 1.5304731813203725 38.44914221421714 98.6545850769347 10.73306475048132 10.718432892721575
1.464251290852486 1.0859737992286682 -1.9725410938262935 0.4677748084068298 3747 1.7530936810367717 1.6143056879290612 116.26368101123933 194.64799808734202 12.410984910867379 12.379982336819312
1.4227197078471536 1.0630617141723633 -1.9886045455932615 0.11065611243247983 4302 1.6851756781517566 1.585209640875586 115.87832229795326 167.46180654661953 11.771920688487777 11.719606243923767
1.4534180653991773 1.2555847764015196 -1.9786235094070437 0.26275008916854853 3640 1.8731855610990895 1.4918829825793216 64.18366241805069 257.96633362250014 12.015041915499738 11.830865748858551
1.4195456645591868 1.1143600344657898 -1.9748456478118896 0.1608033776283264 4026 1.7218502069588928 1.5451471281311038 118.3433406628268 230.59625204396386 12.203061119544126 12.15300278431253
1.433091991057926 1.071984887123108 -1.9159188270568848 0.2032991349697113 3676 1.704617138825258 1.5901503456825299 104.14787037122919 159.684030169744 11.731583124514753 11.677635871219504
1.4413561890576954 1.246989607810974 -1.9382675886154173 0.49185910820961 3759 1.8511289110149456 1.4844782181180387 111.26301075840743 369.5141961817211 12.695147030028323 12.337045174444334
1.4127330092928811 1.1849763989448547 -1.9973348379135127 0.12693586945533752 4631 1.767800787896277 1.4918447232116947 45.371001956352835 151.39065537061438 10.96089003012083 11.008542548754477
1.4160905352994388 1.1424583196640015 -1.9613862037658687 0.4610480070114136 4437 1.7394407588460965 1.5225419859147848 94.80445832304841 227.23717171949275 12.030889600134993 12.047248289936228
1.4545469060816199 1.0586699247360227 -1.918420910835266 0.2669086754322052 3239 1.7192906648361053 1.6240101136950753 66.09127424853637 104.5441890661792 11.422484886316731 11.517866198781054
1.4697783237351116 1.2426902055740356 -1.9278959035873413 0.13183224201202393 4187 1.884303459885328 1.516309898825437 124.29357268984855 391.910248990973 13.103264351107638 12.699451592925591
1.429761197152561 1.179720461368561 -1.9220688343048091 0.1134485304355621 3913 1.785070247154226 1.5131298520358083 91.76663484367414 248.84191232469442 12.092757710899738 11.966364420139556
1.4196750303147825 1.1816205978393555 -1.9471687078475952 0.12318313121795656 3527 1.7739280873403813 1.5012670654049922 80.72319394982154 226.05414499955077 11.799857814970824 11.691625083639229
1.4616239034919833 1.1476300358772276 -1.9727419614791872 0.13230478763580322 4255 1.7994852582282517 1.568001186769879 174.03853399623878 373.8347404262979 13.292575194418813 13.100975106685235
1.455126718103586 1.0950395464897156 -1.977054476737976 0.3464520871639252 4028 1.7494888604422807 1.5976490219467263 90.29012996041867 169.6350952379173 12.079131383129052 12.1302818330926
1.4460556458215483 1.2258538007736206 -1.99262535572052 0.1498081088066101 4799 1.841025498853204 1.5018312115942019 38.979422055818446 167.9155221525373 11.209793282925459 11.29601780453413
1.429374918290332 1.0251402854919431 -1.891278862953186 0.1380358636379242 4343 1.6624573024268463 1.6216876128607782 258.70870620429673 295.7473627965275 13.090886533776372 13.05342069830863
1.412455886510521 1.1878787875175476 -1.9796048402786253 0.02479535341262817 4543 1.7696541351564927 1.4897598591307035 57.642934116716276 189.96852676236657 11.389253176695496 11.44563861922321
1.4555686629401 1.1728801727294922 -1.9646912813186643 0.3310516476631164 3772 1.8119295607020776 1.5448547966203645 140.22448005093895 345.68282176852574 13.072066437460345 12.896473515509255
1.4479859418370635 1.069168508052826 -1.879103660583496 0.3460941314697266 3829 1.7200536008255074 1.6087769026774608 133.20620373130643 197.61356596868475 12.270901283156368 12.20565976670845
1.414650446960498 1.0925490260124207 -1.9511402845382688 0.39156651496887207 4611 1.6988719397414054 1.5549617447758284 182.85650253031665 305.202943328552 12.778173309668784 12.697733710735006
1.446963511495414 1.0919835567474363 -1.9836105108261108 0.34714171290397644 3632 1.7372234070698211 1.5908878813562777 170.51050396869147 280.8296991753565 12.93413090818405 12.840318423902122
1.4505846025500644 1.0552534461021423 -1.9798394441604612 0.2525872588157654 3499 1.7118229789846682 1.6221913184057721 54.357461728142624 82.98026127381586 11.006205585360943 11.07166167227304
1.46862334154441 1.213762879371643 -1.9790571928024288 0.056041330099105835 4468 1.8603308457429464 1.5326971003644692 44.22873488429965 165.647148885645 11.435291566176913 11.420742133276258
1.4346261753569365 1.117401659488678 -1.9389523267745967 0.1495123505592346 3640 1.7425414804403567 1.5594584683521435 102.58376653101472 200.0812202967254 11.968917303201156 11.87376303118361
1.43525075328712 1.2151224017143247 -1.9838168621063232 0.4682150781154633 3413 1.8190948331127856 1.4970465778150097 73.91288145561383 253.474507193135 12.015477203750878 11.943793601276527
1.416074019419865 1.1092405319213867 -1.9708964824676516 0.43973758816719055 4204 1.713647409298476 1.5448835126229632 48.398588695858365 99.00517758707143 10.958894048861616 11.00821741852041
1.4114134640800144 1.1278864741325378 -1.9562703371047971 0.21829324960708615 4077 1.722463795576591 1.527160609760255 69.06643468241366 166.20750242501043 11.316012012564704 11.387280179611537
1.425372407813553 1.0731130838394165 -1.9146672487258911 0.19337230920791623 3561 1.696333121949074 1.580758959605526 94.29194736080929 158.12406066722804 11.869884962555378 11.950306642964126
1.44323957438013 1.0169923305511475 -1.9749710559844968 0.012794941663742064 3917 1.671884800139669 1.6439502540138233 155.336764434991 170.90653355969036 12.106560989400709 12.083922481496188
1.4637184879557563 1.1831912994384763 -1.9905488491058347 0.044140756130218506 4456 1.8301972721347683 1.5468312461419813 47.427204099940006 152.92206165180718 11.404728357900423 11.431455152944736
1.411500840750307 1.0414734482765196 -1.970428824424744 0.31268972158432007 3707 1.6547377293175625 1.588842934071821 93.09802127640292 123.54581033271268 11.430126676793655 11.447310333655757
1.4106890604021807 1.105967342853546 -1.9247655868530276 0.43335336446762085 4462 1.7045845440693304 1.541261191014258 78.06813349104571 150.99779953361164 11.338001984066553 11.314399934033405
1.42855662069738 1.3307582139968872 -1.9798824787139888 0.4781199693679809 4073 1.8968656199493157 1.4254021504418477 148.58930168850367 655.2555177372154 13.535808280196386 13.0013835255392
1.4194146565407855 1.0758642554283142 -1.9159278869628904 0.4532295167446136 4012 1.6914223579659209 1.5721522017594547 92.38266142900925 148.72709047831708 11.550721319426327 11.534090474186263
1.4661784992067004 1.1640649437904356 -1.991543412208557 0.02139243483543396 4224 1.8181587010686373 1.5619048668782494 81.83921394216186 202.9747560683104 12.053034278290513 11.903184296223492
1.439265526338225 1.146779417991638 -1.908434629440308 0.3959019482135773 3820 1.7712928259724103 1.5445802376489168 125.4387877954325 270.7003025179171 12.402805644605717 12.206578646324472
1.4362170928420237 1.213521897792816 -1.886244893074036 0.3969877362251282 4455 1.8190971884706968 1.4990229610024477 173.94536260662042 479.06130422898235 13.370443208178928 13.02710674469056
1.4156103417995325 1.0828595161437988 -1.97865891456604 0.16649514436721796 4368 1.6924060511872445 1.5629045374363233 52.74294529305798 89.45387894732026 10.72619345652776 10.709101754927218
1.4588683678262298 1.1357476711273191 -1.9540396928787231 0.3676817417144775 3561 1.7866473436473114 1.5731023616134054 62.30048178185496 163.5765482639743 11.784300835545974 11.95470263648812
1.4650630452974132 1.1302091479301453 -1.9794689416885376 0.18280345201492307 3812 1.789799119950734 1.583599923278409 64.32082687527081 143.0169045182389 11.521623285099713 11.466622145236189
1.4379047484134606 1.1622341871261597 -1.9541471004486084 0.1791875660419464 3413 1.7816735072210945 1.5329728956146211 85.1795646742002 220.24242434278682 12.013555165707183 11.957215357952533
1.4149330923048486 1.0186681151390076 -1.9837658405303955 0.34670555591583246 4310 1.6404461314498522 1.6103833103934904 84.60045975907965 95.52118611249549 11.103111921395712 11.099484235638643
1.4601955337601924 1.1291098594665527 -1.9183380603790283 0.31695324182510376 4708 1.782974409201773 1.5790973697139963 73.30671058990465 161.705909453968 11.764223308007837 11.732870787663089
1.4288896736666536 1.166751742362976 -1.940175414085388 0.0771714448928833 3917 1.7739930408234903 1.520454588934825 109.68796782911015 263.38265059436463 12.184198457871037 11.976282479934797
1.472774168557049 1.172537684440613 -1.9652616977691648 0.27373018860816956 4922 1.8330754701514969 1.5633403467335116 42.58500038780161 133.94966321613413 11.27720772864282 11.337256903624777
1.417826153233829 1.0610134601593015 -1.8795927762985227 0.306238055229187 4529 1.6777509990252095 1.5812721157875893 138.82466944098957 202.86198640940088 12.286541458855373 12.286420313258404
1.4485500461592593 1.2040264010429382 -1.9582883119583128 0.4880109429359436 3913 1.827390095764004 1.51773257976827 78.68421492904655 244.66215811318995 12.105777838304892 11.96902510013617
1.4624461124679584 1.0420483946800234 -1.9312353134155276 0.4941353499889373 4329 1.7149372509899157 1.6457366661137776 116.93567072775632 154.52027152276392 12.27836082813166 12.292155750568162
1.45584025797983 1.2680641412734983 -1.948567509651184 0.2211571633815765 3881 1.8858245265061464 1.4871680896301036 161.42832963219584 557.6045522856739 13.727728425165257 13.311453093762736
1.4636313754980919 1.203913688659668 -1.9728378057479856 0.4993704259395599 4132 1.8463276272143203 1.533604646749934 139.22961145326846 387.04238474713526 13.211730723390366 12.953321345388803
1.4672852651831003 1.1842654347419739 -1.9490720033645628 0.1816534996032715 4459 1.83550368355953 1.5499090235285364 65.00139733329678 206.59779217858141 12.035890825555809 12.0948
1.4317716583878146 1.0160658955574036 -1.935611724853516 0.13276195526123047 3964 1.6578432133786147 1.6316296222787188 93.45777148578317 103.97999740495602 11.327503770409285 11.324894587486268
1.4725477797799165 1.211972177028656 -1.993313908576965 0.21497383713722226 4848 1.8638990510158773 1.537905808684094 101.25363912621059 332.1462532307583 12.885097167083977 12.797824752092621
1.4403486737779319 1.2417933940887451 -1.9875118732452393 0.4184205532073975 3603 1.8458928695186607 1.486473416838569 74.50806758304167 275.9601846123463 12.073787409716958 11.884287994409293
1.4162147566797467 1.0750304460525513 -1.9768997430801392 0.2411751747131348 4239 1.686950408055949 1.56921175046747 62.56973367908737 106.18209815187886 10.966132619490013 11.007184927976132
1.4228206474323537 1.1870394349098203 -1.9994035959243772 0.2714981436729431 3733 1.7819993466129445 1.5012132657145663 196.1601830582828 498.04202130331913 13.28248427698495 13.00771090267647
1.4133394394419647 1.1108402609825134 -1.945636749267578 0.2971843779087066 4507 1.7115839160512616 1.540801118008996 144.23695226612622 259.16440862075154 12.255424827070536 12.108603025842799
1.418740121701339 1.169494092464447 -1.9914954900741575 0.1159694194793701 4323 1.763493072600435 1.507911056552896 64.89821060698317 194.1736529028064 11.583094693306368 11.66676254416742
1.419180450178246 1.008809506893158 -1.9581905603408811 0.23626530170440674 4439 1.6373783265452093 1.6230797939125907 117.41163210683607 124.48458740396335 11.67103779301219 11.672700981891794
1.420470072015825 1.1265345811843872 -1.9270091056823728 0.3074375987052917 4335 1.732464678546706 1.5378708363530853 69.67382113115441 156.69383095809906 11.433326712633834 11.455198769571918
1.4351194396109723 1.0786473155021667 -1.9972840547561643 0.3514623343944549 3873 1.712363633191416 1.5875102163437185 149.59822241787504 227.04564270527075 12.37745194546238 12.269524399850141
1.4581612104981767 1.0635611414909365 -1.893665790557861 0.2432129979133606 4283 1.7275633975002316 1.6243197782484553 116.06806437198948 169.87890017221974 12.041312307679043 11.99313942301024
1.4438070512988133 1.0080963969230654 -1.9236140251159668 0.38399815559387207 4030 1.6652018890376143 1.65182803362871 99.05770164754851 104.53880601987123 11.454990994496312 11.452558608541278
1.4114050766242334 1.1584031581878662 -1.9606122970581052 0.2322346866130829 4678 1.7459109223308673 1.5071703750031744 88.04496039816176 221.72240378948493 11.822225961389725 11.760836853892547
1.4136739740742117 1.1141477227210999 -1.8943065404891968 0.4907551109790802 4573 1.714562967921993 1.538900931139086 118.33590876540035 230.3688269540838 12.152105494653666 12.104558129826398
1.447457366342383 1.062951743602753 -1.9786417484283447 0.056648880243301385 3671 1.7143875891633307 1.612855521881558 108.98212091872269 159.16147636749574 11.935540763912087 11.897323009950734
1.4141565040426525 1.1455006599426267 -1.9739798307418823 0.09410196542739868 4158 1.739407519756053 1.518469242822761 67.724515042288 167.65377353463427 11.372610009945248 11.362902657458672
1.428466684791043 1.2663458585739136 -1.9862059354782104 0.3010608851909637 3853 1.8490824947497968 1.4601717865861132 63.750814120021694 317.69247184564233 12.141064003953833 12.257075815642832
1.4101969980565705 1.09759783744812 -1.9995113611221316 0.08449736237525941 4862 1.697467735617357 1.5465297741146393 89.3916686632112 163.84999079352818 11.526827210949588 11.505547490106634
1.4145735455438115 1.1724908351898191 -1.9069727659225464 0.01286494731903076 4238 1.760600841987986 1.50159028040757 80.54281586762323 216.58908073555907 11.710165834349231 11.614151720554048
1.4170448195056071 1.0810129046440125 -1.9424078464508057 0.19770699739456174 4719 1.6926645265851956 1.5658134323036645 54.520513603977626 100.05776416028685 10.941488152948306 11.041674401615497
1.4670276734126575 1.152498185634613 -1.993792533874512 0.4177061021327973 4857 1.8100182977007968 1.570517264375671 53.79301079028024 145.06364861186995 11.503698797020496 11.540924313685252
1.4127531982460493 1.173449158668518 -1.9622496366500852 0.1247713565826416 4331 1.7590650805013643 1.499055214711926 149.20159731116468 367.40949045842655 12.776344750858465 12.597408580056056
