Mchirp q alpha zeta EOS mass_1_source mass_2_source lambda_1 lambda_2 radius_1 radius_2
1.192932415134755 1.6128894949819967 -1.6842933607144295 0.13328070037072848 4968 1.750176682865045 1.0851187811131355 216.53105561994713 2389.1596929030716 13.41224724938366 12.741264657863926
1.1845476730711026 1.0259974002838135 -1.4247205257415771 0.1681918501853943 4793 1.3782843497730723 1.3433604699113355 492.92379722929047 567.2780965824041 12.315151392160745 12.298301186372145
1.1870024665012104 1.5618766268079833 -1.9680888379297403 0.013811232999858914 4259 1.7124659858552145 1.09641565566865 80.46771912241057 1109.378751986917 11.487242529007386 11.307718983190703
1.1897348828143774 1.5153062343597412 -1.4990793466567993 0.21302720904350278 4942 1.689540211947991 1.11498268378858 176.72109702594972 1665.3893837417027 12.6983418249388 12.358080007861098
1.1855268722824368 1.591671168804169 -1.8996713161468504 0.052324593067169196 3517 1.727303773911084 1.0852139611279235 187.42020979499372 1949.2438709734745 12.900482973186914 12.233866218075699
1.1939659591033804 1.5531364446949931 -1.6113535881644767 0.35292406679918076 3633 1.7174756725731493 1.1058111980048408 80.21687236944135 1308.2162622430767 11.705062949132536 11.87989782884641
1.191747511756453 1.1564419821979959 -1.2593427108214796 0.020239938779389486 4554 1.4729274274145592 1.2736717017269075 234.86880099829884 656.1925643685952 11.862935168942656 12.068848688224554
1.1925734251687232 1.496601165710688 -1.85126494375698 0.3505712935374211 3620 1.6826639600007343 1.1243235663268316 135.20893080190518 1203.5889753000035 12.057034843701473 11.661937608902536
1.1926959677367297 1.2369756018470128 -1.5925036467751168 0.006443658565542741 4394 1.5254797744831872 1.2332335190810466 188.58495219099942 646.7850422318975 11.5736939651038 11.455397929519613
1.194542321678398 1.51024282736617 -1.597393052304752 0.4825281798831092 3419 1.6934149937029248 1.1212865659863471 51.42327385366323 611.6370274859443 10.78097910628163 10.718293921697287
1.187807372577533 1.6575203535553915 -1.741656685729406 0.3754546043767397 4703 1.7677664385411445 1.0665126583509363 80.01961321905725 1556.1446914757116 11.882225444646153 11.731357895355421
1.1918515586349037 1.5628700430881968 -1.672278165907977 0.16488589743595966 3089 1.7200324185255527 1.1005601048739835 31.312390107102118 590.5132669471984 10.32887180290777 10.54614919776364
1.1873268653824371 1.567881006418494 -1.7785766248391084 0.1346382651852723 4226 1.7163684120788893 1.0947057876538635 197.3228014531676 1974.0911238933872 12.985313584466615 12.415984677494192
1.1849000400873106 1.3240647323445907 -1.4724823279757526 0.18949862623610253 3737 1.5692605078499509 1.1851841299867407 183.77841756096623 843.9146942869099 11.783900453291709 11.501658875409987
1.1868453727193629 1.1476318277329147 -1.631290048442242 0.33152497093265876 3280 1.4611915124838475 1.2732232386499363 125.001416137136 308.49849443081 10.71987917112121 10.794910529047996
1.1931417402328628 1.316342932345116 -1.674248312393511 0.1664479477506338 3570 1.5754340541668865 1.1968264617489839 94.74257124674703 542.9842465588822 10.926799547348395 10.962793431051502
1.1928743486873588 1.4676097265165675 -1.4434264199852407 0.2819429668462037 2767 1.666073769456763 1.1352294410117183 64.84480898435872 736.4146942542121 10.918061877955855 10.944148328360336
1.191683614672843 1.5734054638690913 -1.5011593962887002 0.30974239377926566 4319 1.7258334145835827 1.0968777306389055 83.74513175004915 1150.6651851433032 11.60698055504651 11.356272138958191
1.1931146135117754 1.5747794275360405 -1.6548502903454303 0.04476482920062949 3908 1.7286937595158656 1.0977370730710176 57.04753881479977 938.7024048432032 11.074972561544689 11.003162910905937
1.1879712468380512 1.3737527548333213 -1.682538352811128 0.26826841434798554 3611 1.6034538183638718 1.167206990284376 116.25785600060864 732.4928758895264 11.30461671884036 11.116965952707293
1.1839842951410051 1.4535701569515644 -1.6244212594792529 0.18889387850041267 3571 1.6454323711241507 1.1319937763272199 70.97153196906804 740.7817799861741 10.913544854864634 10.916422685265257
1.1904309163610622 1.26880586130545 -1.866506034656004 0.38037490202856317 4908 1.5424877897837195 1.2157003973773288 256.68751304798224 937.6981515749951 12.311073784784906 12.12236879741708
1.1841443359196533 1.4228460762205206 -1.5812278098087935 0.16191218479541006 3423 1.6275448869236555 1.1438657449489356 53.095280443587875 504.42170670892597 10.555904016770334 10.715086037170272
1.1903966888394757 1.2453121555048217 -1.6561064967276304 0.18496697901220696 3448 1.5277712974839184 1.2268179433811066 89.14260123504249 333.713631783531 10.623072746311692 10.613315870515873
1.1912733989600126 1.532894769582746 -1.84770856119626 0.4822608549992703 4035 1.7019226201688067 1.110267093306131 87.85668962088357 1031.1495198179352 11.50584572026611 11.244748633304807
1.191522511584432 1.533405801003377 -1.5533291869324375 0.44695087804177286 3262 1.7025741875220917 1.110321994613572 41.024649056513766 538.3681274726847 10.566151919509293 10.556467493442335
1.1872149891451576 1.5508416897198554 -1.515341046265488 0.3498430117091243 2767 1.7064480022091715 1.100336683957358 53.76694274501362 873.5771386906503 10.894736299038753 10.934806567579091
1.194195830999346 1.514496031985415 -1.500206459488013 0.03510338441254785 3397 1.6954031961595923 1.1194504048564713 72.67294810261708 858.7321129312522 11.172980308753594 10.98449200293523
1.1908171901523343 1.5277645000606999 -1.419099177967603 0.4456668075147498 4045 1.6983022426755137 1.1116256743811224 72.85967352539899 917.1554605046778 11.21881843406249 11.056516919341298
1.1851255279362372 1.4970422983169556 -1.7818377017974851 0.04764819145202637 4063 1.6724115622726394 1.1171438269665739 89.55374314564787 1082.3887927047563 11.525181707514658 11.581483227347274
